generic-name,MachineLearningResearch-accession-number,type,unii,cas-number,iupac-name,smiles,Structure,Chembl,Average weight,Monoisotopic weight,Synonyms,Categories,Substituents
Ginseng,,Biotech,CUQ3A77YXI,50647-08-0,,,,,,,"0            Aralia ginseng root
1             Asian ginseng root
2           Chinese ginseng root
3        Ginseng (panax ginseng)
4                Ginseng extract
5                 Ginseng, asian
6                 Hong shen root
7                     Insam root
8                 Korean ginseng
9            Korean ginseng root
10                   Ninjin root
11                 Panax ginseng
12            Panax ginseng root
13    Panax ginseng root extract
14          Panax schinseng root
15              Panax verus root
16                   Red ginseng
17                 Ren seng root
18                      Ren shen
19                 Ren shen root
20             True ginseng root
Name: nan_synonyms, dtype: object","0                     Angiosperms
1                      Araliaceae
2             Biological Products
3                Complex Mixtures
4                     Embryophyta
5                       Eukaryota
6      Ginseng & Ginseng Extracts
7      Herbs and Natural Products
8     Pharmaceutical Preparations
9                  Plant Extracts
10             Plant Preparations
11                   Streptophyta
12                   Tracheophyta
13                  Viridiplantae
Name: nan_cat, dtype: object",
Cholestyramine,,Small Molecule,4B33BGI082,11041-12-6,Not Available,Not Available,,https://www.ebi.ac.uk/chembldb/index.php/compound/inspect/CHEMBL1201625,,,"0    Cholestyramine resin
1           Colestiramina
2           Colestyramine
Name: nan_synonyms, dtype: object","0                                 Anion Exchange Resins
1                              Anticholesteremic Agents
2                                Bile Acid Sequestrants
3                            Bile-acid Binding Activity
4     Compounds used in a research, industrial, or h...
5                                  Hypolipidemic Agents
6     Hypolipidemic Agents Indicated for Hyperlipidemia
7                                   Ion Exchange Resins
8                                  Laboratory Chemicals
9                                Lipid Modifying Agents
10                        Lipid Modifying Agents, Plain
11                              Lipid Regulating Agents
12                            Macromolecular Substances
13    Non-statin Hypolipidemic Agents Indicated for ...
14                                             Plastics
15                                             Polymers
16                                         Polystyrenes
Name: nan_cat, dtype: object",
19-Nor-4-androstenedione,,Small Molecule,Not Available,Not Available,Not Available,Not Available,,,,,"Series([], Name: nan_synonyms, dtype: object)","Series([], Name: nan_cat, dtype: object)",
Dehydrochloromethyltestosterone,,Small Molecule,ZPZ473F40K,Not Available,Not Available,Not Available,,,,,"Series([], Name: nan_synonyms, dtype: object)","0    Testosterone and derivatives
Name: nan_cat, dtype: object",
Thyroglobulin,,Biotech,NN2P9VPL7M,9010-34-8,,,,https://www.ebi.ac.uk/chembldb/index.php/compound/inspect/CHEMBL1201650,,,"0      Thyroglobulin
1     Thyroglobuline
2    Thyroglobulinum
3      Tiroglobulina
Name: nan_synonyms, dtype: object","0    Amino Acids, Peptides, and Proteins
1                              Globulins
2                          Glycoproteins
3                           Iodoproteins
4                               Proteins
Name: nan_cat, dtype: object","Series([], Name: nan_subs, dtype: object)"
,,,,,,,,,,,"Series([], Name: nan_synonyms, dtype: object)",,
,,,,,,,,,,,,,
,,,,,,,,,,,"Series([], Name: nan_synonyms, dtype: object)",,
,,,,,,,,,,,"Series([], Name: nan_synonyms, dtype: object)",,
,,,,,,,,,,,,,
,,,,,,,,,,,"Series([], Name: nan_synonyms, dtype: object)",,
,,,,,,,,,,,"Series([], Name: nan_synonyms, dtype: object)",,
Terlipressin,,Biotech,7Z5X49W53P,14636-12-5,,,,https://www.ebi.ac.uk/chembldb/index.php/compound/inspect/CHEMBL2135460,,,"0      Terlipresina
1      Terlipressin
2     Terlipressina
3     Terlipressine
4    Terlipressinum
Name: nan_synonyms, dtype: object","0                   Amino Acids, Peptides, and Proteins
1                                 Cardiovascular Agents
2                                              Hormones
3     Hormones, Hormone Substitutes, and Hormone Ant...
4                   Moderate Risk QTc-Prolonging Agents
5                                 Nerve Tissue Proteins
6                                         Neuropeptides
7                                         Oligopeptides
8                                      Peptide Hormones
9                                              Peptides
10    Pituitary and Hypothalamic Hormones and Analogues
11                                   Pituitary Hormones
12                        Pituitary Hormones, Posterior
13                    Posterior Pituitary Lobe Hormones
14                                             Proteins
15                                QTc Prolonging Agents
16    Systemic Hormonal Preparations, Excl. Sex Horm...
17                               Vasoconstrictor Agents
18                            Vasopressin and Analogues
19                                         Vasopressins
Name: nan_cat, dtype: object","Series([], Name: nan_subs, dtype: object)"
